INSTITUICAO_ENSINO_ALUNO_2020,NOME,FASE_2020,TURMA_2022,PONTO_VIRADA_2020,INDE_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020
Rede Decisão/União,ALUNO-604,7,B,Não,"8,40",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,75","9,70","7,50","7,30","7,97","8,20","10,00"
Escola Pública,ALUNO-605,2,E,Não,"7,30",Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","7,10","7,50","8,00","7,50","7,10","5,00"
Escola Pública,ALUNO-606,5,F,Não,"7,50",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,17","9,60","6,25","6,60","7,03","7,70","5,00"
,ALUNO-607,,,,,,,,,,,,,,,
Escola Pública,ALUNO-608,4,A,Não,"7,50",Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","7,92","6,30","6,88","7,00","8,70","7,80","10,00"
UNISA,"ALUNO-6,1",8,A,,"6,50",Ágata,"Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado,","Seu destaque em 2020: As suas boas notas na Faculdade,",,"8,75","0,00","6,88","8,30","0,00","0,00","10,00"
,ALUNO-610,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-611,7,A,Não,"7,40",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,17","8,50","5,63","5,60","7,03","7,21","10,00"
,ALUNO-612,,,,,,,,,,,,,,,
Escola Pública,ALUNO-613,1,J,Não,"6,50",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","8,40","5,00","4,00","5,40","7,90","5,00"
Escola Pública,ALUNO-614,6,B,Não,"5,50",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","0,00","3,00","6,88","5,30","7,50","6,90","10,00"
Escola Pública,ALUNO-615,0,B,Sim,"9,60",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,00","10,00","7,50","10,00","10,00","9,80","10,00"
Escola Pública,ALUNO-616,7,B,Não,"7,70",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","10,00","8,70","7,50","6,00","8,70","8,42","5,00"
,ALUNO-617,,,,,,,,,,,,,,,
Escola Pública,ALUNO-618,2,G,Não,"4,50",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","4,00","4,38","0,00","6,60","7,00","2,50"
Escola Pública,ALUNO-619,2,N,Não,"7,70",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,00","9,70","7,50","4,50","7,20","7,61","10,00"
,ALUNO-620,,,,,,,,,,,,,,,
,ALUNO-621,,,,,,,,,,,,,,,
Escola Pública,ALUNO-622,3,H,Não,"6,40",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","10,00","4,20","7,50","5,30","7,00","5,60","10,00"
,ALUNO-623,,,,,,,,,,,,,,,
Escola Pública,ALUNO-624,3,H,Não,"5,20",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","7,50","3,40","2,50","6,60","6,20","5,40","5,00"
Escola Pública,ALUNO-625,1,F,Não,"5,70",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,50","7,30","6,25","0,00","7,50","8,00","5,00"
Escola Pública,ALUNO-626,3,M,Não,"7,00",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","7,92","6,00","7,50","5,60","7,70","7,00","10,00"
,ALUNO-627,,,,,,,,,,,,,,,
,ALUNO-628,,,,,,,,,,,,,,,
FIAP,ALUNO-629,8,A,,"7,00",Ágata,"Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado,","Seu destaque em 2020: As suas boas notas na Faculdade,",,"9,17","0,00","7,50","9,00","0,00","0,00","10,00"
FIAP,ALUNO-630,8,A,,"6,80",Ágata,"Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado,","Seu destaque em 2020: As suas boas notas na Faculdade,",,"8,75","0,00","6,88","9,10","0,00","0,00","10,00"
Escola Pública,ALUNO-631,2,R,Não,"6,20",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","8,50","3,13","3,50","6,00","7,50","5,00"
,ALUNO-632,,,,,,,,,,,,,,,
,ALUNO-633,,,,,,,,,,,,,,,
Escola João Paulo II,ALUNO-634,1,D,Não,"6,10",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","6,90","7,10","4,38","7,50","2,80","6,58","5,00"
Escola Pública,ALUNO-635,5,G,Não,"6,00",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","6,25","6,70","4,38","4,30","7,10","5,00","10,00"
Escola Pública,ALUNO-636,5,A,Não,"5,70",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","7,08","3,70","7,50","6,00","7,00","5,60","5,00"
,ALUNO-637,,,,,,,,,,,,,,,
Escola Pública,ALUNO-638,1,G,Não,"6,90",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","9,20","5,00","8,50","2,50","6,08","5,00"
Escola Pública,ALUNO-639,2,F,Não,"6,00",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","7,92","5,70","7,50","1,50","7,00","6,80","10,00"
Escola Pública,ALUNO-640,7,B,Não,"7,10",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,33","8,00","7,50","4,60","8,59","8,42","5,00"
,ALUNO-641,,,,,,,,,,,,,,,
Escola Pública,ALUNO-642,1,N,Não,"8,00",Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","7,50","6,70","7,50","10,00","7,00","7,20","10,00"
,ALUNO-643,,,,,,,,,,,,,,,
Escola Pública,ALUNO-644,1,B,Sim,"8,60",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","8,60","8,75","10,00","7,80","9,00","5,00"
Escola Pública,ALUNO-645,0,A,Não,"8,60",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,00","10,00","7,50","9,50","7,50","6,50","10,00"
Escola Pública,ALUNO-646,2,D,Não,"7,80",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,00","8,40","7,50","8,50","5,30","6,70","10,00"
Escola Pública,ALUNO-647,1,R,Não,"7,20",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,50","8,20","5,00","7,50","6,60","7,70","5,00"
Escola Pública,ALUNO-648,3,H,Não,"6,50",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","7,90","6,20","7,50","5,00","6,80","5,40","10,00"
,ALUNO-649,,,,,,,,,,,,,,,
,ALUNO-650,,,,,,,,,,,,,,,
,ALUNO-651,,,,,,,,,,,,,,,
,ALUNO-652,,,,,,,,,,,,,,,
,ALUNO-653,,,,,,,,,,,,,,,
,ALUNO-654,,,,,,,,,,,,,,,
Escola Pública,ALUNO-655,1,R,Não,"8,40",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,50","9,40","7,50","9,00","6,40","7,70","10,00"
,ALUNO-656,,,,,,,,,,,,,,,
Escola Pública,ALUNO-657,2,P,Não,"8,70",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,00","9,60","7,50","8,50","8,90","8,00","10,00"
,ALUNO-658,,,,,,,,,,,,,,,
Escola Pública,ALUNO-659,3,B,Não,"5,80",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","7,92","5,70","7,50","0,00","7,30","7,00","10,00"
,ALUNO-660,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-661,7,B,Não,"8,20",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,17","9,10","7,50","7,00","7,50","8,00","10,00"
,ALUNO-662,,,,,,,,,,,,,,,
Escola Pública,ALUNO-663,1,D,Não,"7,30",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","8,50","6,25","9,00","4,60","6,90","5,00"
Rede Decisão/União,ALUNO-664,4,A,Sim,"9,20",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","10,00","10,00","9,30","9,10","9,80","5,00"
,ALUNO-665,,,,,,,,,,,,,,,
Escola Pública,ALUNO-666,7,A,Não,"3,80",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","5,80","0,40","7,50","0,00","4,84","4,64","10,00"
,ALUNO-667,,,,,,,,,,,,,,,
Escola Pública,ALUNO-668,1,K,Não,"7,70",Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","7,10","7,50","9,00","7,90","7,80","5,00"
,ALUNO-669,,,,,,,,,,,,,,,
Escola Pública,ALUNO-670,5,A,Sim,"8,10",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,75","7,50","9,38","8,00","9,10","9,33","5,00"
Escola Pública,ALUNO-671,1,E,Não,"7,50",Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,50","6,00","7,50","10,00","7,50","7,50","5,00"
Escola Pública,"ALUNO-6,7",1,M,Não,"7,70",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,00","9,60","6,25","4,50","7,80","7,90","10,00"
,ALUNO-673,,,,,,,,,,,,,,,
,ALUNO-674,,,,,,,,,,,,,,,
,ALUNO-675,,,,,,,,,,,,,,,
Escola Pública,ALUNO-676,5,A,Não,"3,90",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","4,58","1,90","3,75","0,00","8,00","7,00","5,00"
Escola Pública,ALUNO-677,1,A,Não,"7,75",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","9,10","6,25","9,00","3,40","8,58","5,00"
Escola Pública,ALUNO-678,2,F,Não,"4,72",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","0,00","4,50","7,50","0,00","7,50","6,60","10,00"
,ALUNO-679,,,,,,,,,,,,,,,
Escola Pública,ALUNO-680,7,B,Não,"7,00",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","7,50","7,60","5,63","6,50","6,70","6,00","10,00"
Escola Pública,ALUNO-681,2,H,Não,"5,60",Quartzo,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,00","7,90","5,00","1,20","4,60","7,70","5,00"
Escola Pública,ALUNO-682,1,A,Não,"8,10",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","9,60","7,50","9,00","7,10","7,70","5,00"
Escola Pública,ALUNO-683,0,G,Não,"7,30",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","6,90","9,80","5,00","10,00","2,50","7,00","5,00"
Escola Pública,ALUNO-684,1,R,Não,"7,80",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","10,00","8,10","7,50","9,50","5,40","7,70","5,00"
Escola Pública,ALUNO-685,0,F,Não,"7,70",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,50","9,90","7,50","9,50","2,50","5,00","10,00"
Escola Pública,ALUNO-686,0,D,Não,"7,70",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","10,00","8,60","5,00","9,00","7,80","7,30","5,00"
,ALUNO-687,,,,,,,,,,,,,,,
Escola Pública,ALUNO-688,7,B,Não,"6,80",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","6,25","7,60","5,63","4,60","7,00","7,70","10,00"
Rede Decisão/União,ALUNO-689,2,B,Sim,"7,70",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,00","9,30","5,00","5,50","5,00","9,58","10,00"
,ALUNO-690,,,,,,,,,,,,,,,
Escola Pública,ALUNO-691,1,C,Não,"7,60",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","7,00","9,20","6,25","9,00","7,20","7,50","5,00"
,ALUNO-692,,,,,,,,,,,,,,,
Escola Pública,ALUNO-693,0,H,Não,"8,30",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,50","10,00","7,50","10,00","2,50","7,00","10,00"
,ALUNO-694,,,,,,,,,,,,,,,
Escola Pública,ALUNO-695,0,C,Não,"8,60",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,00","10,00","7,50","9,00","7,80","7,00","10,00"
Escola Pública,ALUNO-696,2,G,Sim,"7,70",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","7,50","9,60","7,50","6,50","7,90","8,80","5,00"
,ALUNO-697,,,,,,,,,,,,,,,
Escola Pública,ALUNO-698,5,B,Não,"7,00",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","7,08","8,80","5,63","5,30","8,30","7,80","5,00"
Escola Pública,ALUNO-699,2,P,Não,"6,70",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","4,70","7,50","6,50","7,90","8,00","5,00"
Escola Pública,ALUNO-700,2,F,Não,"6,90",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,00","6,90","7,50","4,50","7,90","6,20","10,00"
,ALUNO-701,,,,,,,,,,,,,,,
Escola Pública,ALUNO-702,1,E,Não,"8,80",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,50","9,50","7,50","10,00","7,20","7,90","10,00"
Escola Pública,"ALUNO-7,0",2,D,Não,"8,30",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,50","9,90","7,50","9,50","8,40","7,50","5,00"
Escola Pública,ALUNO-704,2,D,Não,"7,50",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,00","9,70","7,50","3,50","7,50","7,70","10,00"
,ALUNO-705,,,,,,,,,,,,,,,
,ALUNO-706,,,,,,,,,,,,,,,
Escola Pública,ALUNO-707,2,C,Não,"7,70",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","8,70","7,50","8,00","7,70","7,60","5,00"
Escola Pública,ALUNO-708,1,H,Não,"8,00",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,50","8,10","7,50","10,00","7,20","7,70","5,00"
,ALUNO-709,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-710,2,B,Não,"8,40",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,50","8,20","6,25","9,00","7,50","8,30","10,00"
,ALUNO-711,,,,,,,,,,,,,,,
Escola Pública,ALUNO-712,1,B,Não,"7,50",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,50","8,60","7,50","7,50","7,10","7,70","5,00"
Escola Pública,ALUNO-713,2,J,Não,"6,00",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","5,83","6,80","7,50","1,50","5,60","7,50","10,00"
Escola Pública,ALUNO-714,7,A,Não,"5,50",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","7,50","2,70","4,38","4,50","6,50","6,30","10,00"
,ALUNO-715,,,,,,,,,,,,,,,
Escola Pública,ALUNO-716,2,G,Não,"7,70",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,00","9,90","7,50","3,50","8,00","7,80","10,00"
,ALUNO-717,,,,,,,,,,,,,,,
Escola Pública,ALUNO-718,2,N,Não,"5,50",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","7,40","4,38","0,00","7,20","7,50","5,00"
Escola Pública,ALUNO-719,2,F,Não,"5,60",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,00","5,40","4,38","1,50","7,70","6,50","10,00"
Escola Pública,ALUNO-720,5,L,Não,"6,30",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","6,25","7,30","6,25","4,00","7,70","7,72","5,00"
Escola Pública,ALUNO-721,1,G,Não,"5,60",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","7,50","7,30","5,00","4,00","2,50","7,00","5,00"
,ALUNO-722,,,,,,,,,,,,,,,
,ALUNO-723,,,,,,,,,,,,,,,
Escola Pública,ALUNO-724,2,R,Não,"7,80",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","6,90","9,40","7,50","6,00","7,20","8,00","10,00"
Escola Pública,ALUNO-725,2,M,Não,"6,70",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,00","3,30","5,00","7,00","7,00","7,90","10,00"
,ALUNO-726,,,,,,,,,,,,,,,
,ALUNO-727,,,,,,,,,,,,,,,
,ALUNO-728,,,,,,,,,,,,,,,
,ALUNO-729,,,,,,,,,,,,,,,
,ALUNO-730,,,,,,,,,,,,,,,
Escola Pública,ALUNO-731,5,L,Não,"6,40",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,17","7,80","3,13","4,30","7,70","7,50","5,00"
Escola Pública,ALUNO-732,4,L,Não,"7,80",Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","7,92","7,00","7,50","7,60","8,50","7,60","10,00"
